timestamp_acc,acc_x,acc_y,acc_z,timestamp_gyro,gyro_x,gyro_y,gyro_z
1736411897585,-0.5400566236980282,-0.5046930326696704,0.6589081980507998,1736411897663,15.38945343284697,19.93263453905506,1.6921256180198194
1736411897660,-0.525517953116208,-0.5085040603949098,0.6607238515602721,1736411897668,14.74777750581612,19.151513495558575,-0.16082560867425197
1736411897666,-0.5518691705586319,-0.49580813018379166,0.6809664731241059,1736411897670,14.311998038731085,18.249447222517947,-1.4276944041792885
1736411897669,-0.5265844090857207,-0.48605971351258753,0.6247284725829727,1736411897672,13.682414428681737,17.22388728052857,-1.7259902712282484
1736411897671,-0.49852153084869333,-0.4850611863637368,0.6594391925282825,1736411897675,12.675218868856302,16.43333634506169,-1.2643301919475234
1736411897674,-0.47622772086033244,-0.5119188693688875,0.6673210189471901,1736411897676,11.314252123332652,16.025236229555762,-0.39072317035648674
1736411897675,-0.47085133554270303,-0.4622696027316423,0.642259261645101,1736411897704,9.493541172995467,16.078302095952168,0.210753832704623
1736411897677,-0.4797480713932499,-0.442118121448975,0.6590096449536377,1736411897706,7.697209999333146,16.30183851430079,0.4681392338806988
1736411897705,-0.4641413138674054,-0.49006173942789655,0.6264453998866585,1736411897750,6.554162986541828,16.311468283962952,1.0974762222718892
1736411897707,-0.5189853061670179,-0.4747626603774058,0.696953212824126,1736411897754,5.593675329855459,15.903470385978874,1.766318737114359
1736411897751,-0.48252330792515974,-0.4753738939076951,0.6369977395761872,1736411897761,4.600052860730836,14.896552363903988,2.6179897159360372
1736411897759,-0.502984190738182,-0.5093472262763908,0.662406541240864,1736411897762,3.518825685877532,13.848896308150579,3.743325793555847
1736411897762,-0.5033436286635538,-0.5430757717781302,0.6476099233171335,1736411897764,2.3783785689341923,12.724197553383847,4.90738100769798
1736411897763,-0.5522089247395776,-0.512512032722059,0.678007648629687,1736411897765,0.9928885071155765,11.689423382718124,6.054021452809351
1736411897764,-0.5154209834967863,-0.5246779994789673,0.6773337691391914,1736411897766,-0.42403423628817755,11.185784251741417,6.964376988153675
1736411897765,-0.4726416032272673,-0.49081567097224227,0.6433589899340635,1736411897887,-1.5561692514320022,11.232911957798532,7.470857423991032
1736411897767,-0.4956321433250626,-0.510854802191139,0.6547896776191416,1736411897891,-1.9997442040189333,11.22896406968744,7.163524240866606
1736411897890,-0.5080054784521043,-0.5259648156505836,0.6716794465102965,1736411897894,-2.0476014861413443,10.880379602017257,6.450483288897483
1736411897893,-0.5528829393693885,-0.4901637384106929,0.667950789239871,1736411897898,-2.181855965372963,10.436424481000449,5.705961247953347
1736411897897,-0.5634114565346798,-0.5035388502077706,0.6691348833046633,1736411897901,-2.609931516879008,9.675576159597917,5.223081208202425
1736411897900,-0.5209771683556467,-0.525414831035789,0.6834889058828683,1736411897904,-2.8008011298095816,8.874126708550156,4.935236208690632
1736411897903,-0.5800848584988211,-0.5099666049726682,0.6361156417189032,1736411897905,-3.258386376851853,7.945976210919253,4.837665967320114
1736411897905,-0.526779140150505,-0.5188897712687051,0.6587873406248815,1736411897932,-4.022767626055034,7.186727600556677,4.887413637597695
1736411897906,-0.5546193727474844,-0.4592764063527202,0.6495817258422222,1736411897936,-4.644552278710033,6.881949428499109,4.626681011082086
1736411897934,-0.5360637775099322,-0.5042492265605875,0.6359561070761843,1736411897939,-4.772066332282457,6.624567845289875,4.222624764809934
1736411897938,-0.5682730737010326,-0.5178202609712056,0.6421167308741997,1736411897940,-4.307968781057567,5.894773895034409,3.672623942485724
1736411897940,-0.5418229795904465,-0.5187993833277722,0.6175690714307607,1736411897941,-3.750201638165899,4.645093832092137,3.1247375541760967
1736411897941,-0.5768306920346897,-0.5627381090860601,0.6086461643424944,1736411897942,-3.422277446446357,0.2730638521860569,1.4709179273726358
1736411897942,-0.5468802012185157,-0.5735954954579309,0.6126221973089189,1736411897945,-2.887724365970868,0.14193178040889948,0.9429980234258165
1736411897943,-0.51299696885335,-0.5453143262652697,0.6465237566731212,1736411897977,-1.851315911165563,-0.18936502113576065,0.8310481145097997
1736411897945,-0.5618509642954509,-0.5424453686706944,0.6280429685773975,1736411897981,-0.44608061139334027,-0.7842056455950638,0.8836653710916503
