timestamp_acc,acc_x,acc_y,acc_z,timestamp_gyro,gyro_x,gyro_y,gyro_z,label
1725604771145.0,-0.024658,-0.965332,0.223755,1725604771149.0,-5.800305,-1.646341,0.807927,1
1725604771147.0,-0.024658,-0.976929,0.225464,1725604771151.0,-4.946647,-1.150915,1.189024,1
1725604771150.0,-0.027832,-0.973633,0.224487,1725604771153.0,-5.0,-1.387195,0.929878,1
1725604771152.0,-0.028809,-0.971436,0.224365,1725604771154.0,-4.6875,-1.128049,0.746951,1
1725604771153.0,-0.030762,-0.969604,0.222412,1725604771190.0,-4.618903,-0.846037,0.365854,1
1725604771186.0,-0.032104,-0.963013,0.220215,1725604771193.0,-4.809451,-0.769817,-0.121951,1
1725604771191.0,-0.032715,-0.963013,0.223389,1725604771195.0,-4.710366,-0.769817,-0.632622,1
1725604771194.0,-0.032349,-0.959351,0.217896,1725604771198.0,-4.878049,-0.960366,-1.028963,1
1725604771196.0,-0.034424,-0.962646,0.21875,1725604771236.0,-4.862805,-1.089939,-1.21189,1
1725604771235.0,-0.032959,-0.968628,0.218628,1725604771240.0,-4.778964,-1.257622,-1.303354,1
1725604771238.0,-0.033081,-0.968872,0.216797,1725604771244.0,-4.641768,-1.402439,-1.257622,1
1725604771243.0,-0.033936,-0.968872,0.21582,1725604771245.0,-4.253049,-1.653963,-1.234756,1
1725604771244.0,-0.033569,-0.967163,0.213745,1725604771326.0,-4.199695,-1.905488,-1.082317,1
1725604771323.0,-0.033936,-0.966675,0.213257,1725604771328.0,-4.359756,-1.882622,-0.907012,1
1725604771327.0,-0.03125,-0.964722,0.21167,1725604771330.0,-4.474085,-2.050305,-0.846037,1
1725604771329.0,-0.030151,-0.963989,0.210083,1725604771331.0,-4.695122,-2.050305,-0.800305,1
1725604771331.0,-0.029297,-0.961914,0.209473,1725604771332.0,-5.083842,-2.1875,-0.800305,1
1725604771332.0,-0.028931,-0.963623,0.208374,1725604771333.0,-5.3125,-2.179878,-0.731707,1
1725604771333.0,-0.02771,-0.972046,0.207886,1725604771335.0,-5.07622,-2.210366,-0.670732,1
1725604771334.0,-0.026001,-0.978394,0.206665,1725604771368.0,-4.824695,-2.088415,-0.58689,1
1725604771366.0,-0.023315,-0.977295,0.205688,1725604771374.0,-4.771342,-1.974085,-0.548781,1
1725604771373.0,-0.023193,-0.977539,0.206177,1725604771376.0,-4.702744,-1.875,-0.594512,1
