timestamp_acc,acc_x,acc_y,acc_z,timestamp_gyro,gyro_x,gyro_y,gyro_z,label
591.0,0.131348,-0.96936,0.083374,591.0,-2.743902,-4.588415,-0.373476,1
592.0,0.131958,-0.964478,0.084839,592.0,-4.291159,-5.060976,-0.373476,1
593.0,0.134155,-0.967041,0.081299,593.0,-5.800305,-5.70122,-0.411585,1
627.0,0.135742,-0.967041,0.080933,629.0,-7.1875,-6.242378,-0.266768,1
630.0,0.139648,-0.966797,0.074951,631.0,-8.47561,-6.585366,-0.129573,1
632.0,0.142944,-0.968994,0.071899,632.0,-10.03811,-6.768293,-0.053354,1
633.0,0.141479,-0.971924,0.067505,633.0,-11.265244,-6.859756,0.137195,1
672.0,0.141602,-0.974854,0.062988,673.0,-12.492378,-7.065549,0.137195,1
674.0,0.142212,-0.978394,0.059937,674.0,-13.460366,-7.301829,0.213415,1
675.0,0.142334,-0.976563,0.058228,676.0,-14.291159,-7.621952,0.205793,1
676.0,0.140991,-0.977661,0.055298,677.0,-15.091464,-7.804878,0.167683,1
721.0,0.14563,-0.981567,0.052124,723.0,-15.777439,-8.04878,0.27439,1
724.0,0.143799,-0.979004,0.050903,725.0,-16.501524,-8.208841,0.396341,1
726.0,0.145264,-0.981689,0.049927,726.0,-17.202744,-8.429878,0.571646,1
727.0,0.143555,-0.983398,0.048096,728.0,-17.88872,-8.696647,0.724085,1
729.0,0.145752,-0.981689,0.046143,729.0,-18.399391,-8.917684,0.647866,1
764.0,0.147949,-0.978882,0.042603,765.0,-18.894817,-9.009147,0.800305,1
766.0,0.147949,-0.97876,0.041382,767.0,-19.420732,-9.123476,0.97561,1
768.0,0.150757,-0.979126,0.036743,769.0,-20.038111,-9.077744,1.105183,1
769.0,0.149902,-0.97876,0.033569,770.0,-20.724087,-9.032012,1.28811,1
771.0,0.150879,-0.975098,0.028687,771.0,-21.280489,-9.009147,1.509146,1
809.0,0.148315,-0.973511,0.025879,810.0,-21.928354,-8.971037,1.692073,1
811.0,0.148315,-0.976318,0.026245,813.0,-22.850611,-8.696647,1.897866,1
814.0,0.147461,-0.978882,0.018311,815.0,-23.75,-8.628049,2.179878,1
816.0,0.149536,-0.979492,0.012817,817.0,-24.496952,-8.589939,2.362805,1
853.0,0.149658,-0.978394,0.010132,857.0,-25.083841,-8.300305,2.492378,1
859.0,0.148682,-0.983398,0.008179,860.0,-25.800306,-8.147866,2.682927,1
861.0,0.152588,-0.99585,0.005615,862.0,-26.12805,-8.041159,2.629573,1
863.0,0.147095,-0.990967,-0.001221,864.0,-26.089939,-7.713415,2.621951,1
864.0,0.144409,-0.982056,-0.009644,865.0,-26.371952,-7.469512,2.797256,1
897.0,0.144043,-0.982056,-0.013184,899.0,-26.829269,-7.362805,2.873476,1
900.0,0.142822,-0.97998,-0.016968,900.0,-27.225611,-7.256098,2.911585,1
901.0,0.142944,-0.981079,-0.025635,901.0,-27.782013,-7.210366,2.972561,1
902.0,0.141113,-0.981445,-0.027466,902.0,-28.31555,-7.141768,3.041159,1
943.0,0.141113,-0.978882,-0.035522,944.0,-28.818598,-7.019817,3.033537,1
945.0,0.139282,-0.977661,-0.040161,946.0,-29.275915,-6.974085,3.117378,1
947.0,0.139404,-0.979614,-0.047241,947.0,-29.900915,-6.882622,3.140244,1
948.0,0.13623,-0.979126,-0.054077,949.0,-30.663111,-6.95122,3.307927,1
989.0,0.137451,-0.973633,-0.057373,991.0,-31.410061,-7.019817,3.483232,1
992.0,0.138306,-0.97876,-0.062988,1036.0,-32.309452,-7.118903,3.483232,1
1038.0,0.13562,-0.973755,-0.072266,1040.0,-33.071648,-7.11128,3.269817,1
1041.0,0.131958,-0.969604,-0.078125,1043.0,-33.86433,-7.370427,3.307927,1
1044.0,0.137451,-0.970581,-0.084473,1045.0,-34.939026,-7.507622,3.330793,1
1045.0,0.135376,-0.976929,-0.088745,1046.0,-35.967987,-7.507622,3.39939,1
1047.0,0.132446,-0.986206,-0.094482,1048.0,-36.699696,-7.713415,3.597561,1
1079.0,0.133301,-0.98291,-0.100098,1080.0,-37.240856,-7.919208,3.955793,1
1081.0,0.13147,-0.977173,-0.108765,1082.0,-37.591465,-8.094512,4.435976,1
1083.0,0.131836,-0.975464,-0.116943,1084.0,-38.224087,-8.125,4.832317,1
1085.0,0.129517,-0.967529,-0.125977,1085.0,-39.047256,-8.208841,5.487805,1
1086.0,0.125122,-0.963257,-0.135986,1087.0,-40.259148,-8.254574,6.097561,1
1087.0,0.123291,-0.964355,-0.14209,1124.0,-41.326221,-8.338415,6.463415,1
1126.0,0.121948,-0.96814,-0.150146,1127.0,-42.096039,-8.467988,6.83689,1
1128.0,0.120483,-0.971069,-0.159912,1129.0,-43.094513,-8.582317,6.897866,1
1130.0,0.118774,-0.970825,-0.167725,1131.0,-43.612804,-8.765244,7.004573,1
1132.0,0.117432,-0.973999,-0.176392,1133.0,-43.963417,-8.795732,7.042683,1
1134.0,0.111572,-0.974487,-0.186157,1134.0,-44.237804,-8.887196,6.897866,1
1169.0,0.108521,-0.972534,-0.19458,1171.0,-44.321648,-9.0625,6.768293,1
1172.0,0.108643,-0.974121,-0.204468,1173.0,-44.375,-9.237805,6.509147,1
1174.0,0.105591,-0.976929,-0.214844,1175.0,-44.458843,-9.268292,6.17378,1
1176.0,0.102783,-0.979248,-0.223022,1177.0,-44.504574,-9.504574,5.792683,1
1178.0,0.103516,-0.982666,-0.234131,1179.0,-44.146343,-9.756098,5.320122,1
1214.0,0.104614,-0.983154,-0.244995,1216.0,-43.673782,-9.954268,4.817073,1
1218.0,0.103271,-0.982666,-0.255249,1220.0,-43.231709,-9.984756,4.390244,1
1220.0,0.100342,-0.985229,-0.266235,1221.0,-43.018295,-10.060976,3.78811,1
1222.0,0.097412,-0.987183,-0.272583,1222.0,-42.408539,-10.205793,3.384146,1
1259.0,0.098389,-0.989624,-0.279419,1261.0,-41.615856,-10.320122,2.926829,1
1262.0,0.097656,-0.991333,-0.287354,1263.0,-40.762196,-10.525915,2.385671,1
1264.0,0.096313,-0.991211,-0.293579,1265.0,-39.778965,-10.762196,1.821646,1
1265.0,0.095825,-0.985962,-0.299683,1266.0,-38.681404,-11.089939,1.402439,1
1266.0,0.100464,-0.984253,-0.303711,1267.0,-37.5,-11.097561,1.204268,1
1304.0,0.101929,-0.981689,-0.310547,1305.0,-36.577744,-11.105184,1.059451,1
1305.0,0.099365,-0.974243,-0.320313,1306.0,-35.769817,-11.021341,0.960366,1
1306.0,0.098999,-0.973267,-0.326904,1307.0,-35.030487,-11.082317,0.846037,1
1308.0,0.099976,-0.9729,-0.331299,1308.0,-34.275917,-11.089939,0.739329,1
1349.0,0.097534,-0.969482,-0.333862,1351.0,-33.330795,-11.181403,0.693598,1
1355.0,0.096313,-0.965698,-0.341553,1356.0,-32.667683,-11.219512,0.762195,1
1357.0,0.100586,-0.960693,-0.347412,1358.0,-32.012196,-11.143293,0.861281,1
1358.0,0.102295,-0.955811,-0.352905,1359.0,-31.48628,-11.028964,1.036585,1
1360.0,0.099121,-0.957153,-0.359985,1361.0,-30.998476,-11.021341,1.219512,1
1394.0,0.10022,-0.958984,-0.363281,1395.0,-30.434452,-10.907012,1.402439,1
1395.0,0.10022,-0.953125,-0.367798,1396.0,-29.87805,-10.777439,1.722561,1
1396.0,0.101563,-0.947266,-0.367798,1397.0,-29.413111,-10.564025,1.989329,1
1397.0,0.098755,-0.938477,-0.374268,1398.0,-29.25305,-10.27439,2.385671,1
1440.0,0.098511,-0.932861,-0.380981,1442.0,-29.237806,-9.992378,2.942073,1
1443.0,0.098633,-0.92981,-0.386353,1444.0,-29.214939,-9.657012,3.429878,1
1445.0,0.098511,-0.925659,-0.388794,1446.0,-29.474087,-9.268292,3.833842,1
1447.0,0.095337,-0.924438,-0.388672,1448.0,-29.641769,-8.818598,4.184451,1
1484.0,0.094482,-0.920044,-0.391724,1486.0,-30.0,-8.51372,4.527439,1
1488.0,0.092407,-0.915405,-0.394531,1489.0,-30.533537,-8.231708,4.878049,1
1490.0,0.088501,-0.902954,-0.395752,1491.0,-30.990854,-7.77439,5.198171,1
1492.0,0.085938,-0.902466,-0.402832,1493.0,-32.019817,-7.454268,5.464939,1
1493.0,0.084473,-0.900391,-0.406616,1494.0,-32.820122,-7.332317,5.602134,1
1530.0,0.079834,-0.898682,-0.410767,1531.0,-33.765244,-7.118903,5.708842,1
1534.0,0.077271,-0.900024,-0.417847,1535.0,-34.710365,-7.057927,5.838415,1
1536.0,0.078491,-0.900024,-0.419678,1537.0,-35.365856,-6.989329,6.089939,1
1538.0,0.076294,-0.899536,-0.424805,1539.0,-35.952744,-6.875,6.166159,1
1574.0,0.074097,-0.898804,-0.430176,1576.0,-36.478661,-6.722561,6.150915,1
1577.0,0.069702,-0.891724,-0.43811,1578.0,-36.821648,-6.692073,5.990854,1
1579.0,0.066772,-0.885132,-0.444702,1580.0,-37.477135,-6.707317,5.983232,1
1580.0,0.064697,-0.889526,-0.456787,1581.0,-38.094513,-6.707317,6.036585,1
1582.0,0.062622,-0.894409,-0.464844,1582.0,-38.483234,-6.737805,5.960366,1
1618.0,0.061035,-0.895508,-0.471191,1619.0,-38.86433,-6.676829,5.807927,1
1620.0,0.060303,-0.900879,-0.477661,1621.0,-38.711891,-6.547256,5.617378,1
1621.0,0.059326,-0.897583,-0.483643,1622.0,-38.224087,-6.547256,5.38872,1
1622.0,0.058472,-0.89502,-0.491455,1623.0,-37.713417,-6.615854,5.213415,1
1663.0,0.055542,-0.88916,-0.502441,1665.0,-37.461891,-6.646342,5.23628,1
1667.0,0.055176,-0.884277,-0.509033,1668.0,-37.339939,-6.63872,5.396342,1
1669.0,0.054077,-0.88147,-0.519409,1670.0,-37.263721,-6.493903,5.54878,1
1671.0,0.052979,-0.884277,-0.525513,1672.0,-37.126526,-6.432927,5.533537,1
1672.0,0.052124,-0.888794,-0.526367,1673.0,-36.76067,-6.410061,5.419208,1
1709.0,0.052612,-0.883789,-0.530518,1710.0,-36.036587,-6.341464,5.396342,1
1755.0,0.049072,-0.879028,-0.534058,1757.0,-35.495426,-6.32622,5.27439,1
1759.0,0.050049,-0.875244,-0.539429,1760.0,-35.243904,-6.432927,5.144817,1
1762.0,0.048706,-0.86438,-0.547852,1763.0,-34.839939,-6.455793,5.289634,1
1764.0,0.049683,-0.861816,-0.554321,1765.0,-34.611282,-6.295732,5.876524,1
1766.0,0.050415,-0.864014,-0.558228,1767.0,-34.336891,-6.044208,6.257622,1
1768.0,0.05127,-0.868652,-0.561035,1800.0,-33.841465,-5.70122,6.554878,1
1801.0,0.047852,-0.868286,-0.562866,1802.0,-33.330795,-5.381098,6.707317,1
1803.0,0.047729,-0.86377,-0.565186,1804.0,-32.423782,-4.92378,6.653964,1
1805.0,0.046631,-0.857178,-0.565186,1806.0,-31.67683,-4.504573,6.509147,1
1806.0,0.043335,-0.85083,-0.56958,1807.0,-31.059452,-4.115854,6.158537,1
1808.0,0.038574,-0.839844,-0.575439,1809.0,-30.525915,-3.864329,5.609756,1
1842.0,0.034302,-0.836914,-0.577515,1844.0,-30.42683,-3.551829,4.870427,1
1845.0,0.028198,-0.833496,-0.582642,1846.0,-30.243902,-3.414634,3.963415,1
1847.0,0.023071,-0.834229,-0.583008,1848.0,-30.07622,-3.224085,2.942073,1
1849.0,0.019775,-0.834351,-0.581665,1850.0,-29.824696,-2.964939,1.83689,1
1850.0,0.016846,-0.827026,-0.580322,1851.0,-29.443598,-2.957317,0.754573,1
1852.0,0.010498,-0.813843,-0.586792,1887.0,-29.275915,-3.208842,-0.396341,1
1889.0,0.005005,-0.801147,-0.597412,1890.0,-29.550306,-3.742378,-1.32622,1
1890.0,0.001953,-0.794067,-0.605591,1891.0,-30.167685,-4.33689,-1.943598,1
1892.0,0.004395,-0.792236,-0.609375,1892.0,-31.01372,-5.068598,-2.202744,1
1893.0,0.006958,-0.793945,-0.616211,1893.0,-31.836891,-5.884147,-2.217988,1
1934.0,0.010742,-0.795532,-0.620117,1937.0,-32.538109,-6.722561,-2.035061,1
1939.0,0.009033,-0.798096,-0.621216,1940.0,-33.033539,-7.46189,-1.890244,1
1941.0,0.012695,-0.799438,-0.624878,1942.0,-33.102135,-8.178354,-1.95122,1
1943.0,0.014771,-0.793579,-0.629272,1943.0,-33.018295,-9.108232,-1.875,1
1981.0,0.020508,-0.789673,-0.634033,1983.0,-32.980183,-10.015244,-1.493902,1
1984.0,0.027466,-0.785156,-0.639526,1984.0,-32.766769,-10.487805,-0.685976,1
1985.0,0.032471,-0.785156,-0.648438,1986.0,-32.705795,-10.564025,0.259146,1
1986.0,0.029907,-0.786255,-0.655762,1987.0,-32.797256,-10.419208,1.036585,1
1988.0,0.029785,-0.780518,-0.657593,1988.0,-32.774391,-10.487805,1.623476,1
2024.0,0.030518,-0.777222,-0.661743,2025.0,-32.461891,-10.358232,2.11128,1
2026.0,0.03186,-0.769775,-0.667603,2028.0,-32.126526,-10.243902,2.568598,1
2029.0,0.03418,-0.763916,-0.671021,2030.0,-32.004574,-10.091464,3.010671,1
2031.0,0.033203,-0.756836,-0.679565,2032.0,-32.042683,-9.717988,3.620427,1
2116.0,0.032959,-0.753662,-0.688843,2118.0,-32.263721,-9.260671,4.352134,1
2120.0,0.031494,-0.75415,-0.698608,2121.0,-32.522865,-8.620427,4.984756,1
2123.0,0.031006,-0.758911,-0.705933,2124.0,-32.713417,-7.987805,5.487805,1
2125.0,0.029907,-0.763916,-0.708618,2125.0,-32.599087,-7.096037,5.876524,1
2126.0,0.027466,-0.766602,-0.710693,2126.0,-31.935976,-6.295732,5.884147,1
2127.0,0.024292,-0.760254,-0.713257,2159.0,-31.082317,-5.495427,5.914634,1
2161.0,0.023071,-0.751343,-0.715454,2162.0,-30.251526,-4.771342,5.952744,1
2163.0,0.021973,-0.744873,-0.721558,2163.0,-29.634148,-4.009146,6.059452,1
2164.0,0.017212,-0.736694,-0.726929,2165.0,-29.390245,-3.155488,6.318598,1
2165.0,0.012695,-0.7323,-0.730225,2166.0,-29.115854,-2.553354,6.394817,1
2167.0,0.007568,-0.732178,-0.734741,2167.0,-28.757622,-2.202744,6.493903,1
2203.0,0.003052,-0.727661,-0.738037,2204.0,-28.559452,-1.996951,6.608232,1
2205.0,0.002808,-0.724854,-0.744995,2206.0,-28.277439,-1.859756,6.699695,1
2207.0,0.000488,-0.727295,-0.745605,2208.0,-27.782013,-1.692073,6.699695,1
2210.0,-0.002319,-0.728027,-0.747681,2211.0,-27.096037,-1.722561,6.669208,1
2212.0,-0.002075,-0.72644,-0.745239,2213.0,-26.280489,-1.897866,6.730183,1
2249.0,-0.001343,-0.724976,-0.744873,2251.0,-25.381098,-1.859756,6.974085,1
2253.0,-0.003052,-0.721436,-0.74646,2254.0,-24.405489,-1.791159,7.050305,1
2255.0,-0.002563,-0.715332,-0.75061,2256.0,-23.711891,-1.83689,7.210366,1
2257.0,-0.003052,-0.711548,-0.749878,2258.0,-23.04878,-1.882622,7.301829,1
2259.0,-0.004883,-0.708618,-0.750122,2259.0,-22.42378,-1.882622,7.400915,1
2260.0,-0.00647,-0.695313,-0.757935,2293.0,-21.783537,-1.83689,7.492378,1
2295.0,-0.012329,-0.68689,-0.761108,2296.0,-21.547256,-1.768293,7.743903,1
2297.0,-0.013672,-0.690552,-0.765503,2297.0,-21.814024,-1.699695,8.102135,1
2298.0,-0.011597,-0.691406,-0.772095,2298.0,-21.692074,-1.669207,8.208841,1
2299.0,-0.013794,-0.691284,-0.766357,2299.0,-21.32622,-1.5625,8.071647,1
2300.0,-0.015259,-0.690918,-0.764038,2301.0,-20.716463,-1.570122,7.8125,1
2338.0,-0.014282,-0.688232,-0.762085,2339.0,-19.87805,-1.592988,7.530488,1
2340.0,-0.012939,-0.682617,-0.756348,2386.0,-19.047256,-1.5625,7.355183,1
2389.0,-0.017456,-0.670288,-0.755981,2389.0,-18.391769,-1.585366,7.248476,1
2390.0,-0.019775,-0.658081,-0.75647,2391.0,-18.132622,-1.5625,7.301829,1
2392.0,-0.021118,-0.647339,-0.753906,2393.0,-18.452744,-1.516768,7.57622,1
2394.0,-0.026001,-0.638306,-0.75293,2394.0,-19.032013,-1.631098,7.621952,1
2395.0,-0.024902,-0.63208,-0.751343,2396.0,-19.756098,-1.905488,7.629573,1
2430.0,-0.0271,-0.624756,-0.752808,2432.0,-20.54878,-2.355183,7.804878,1
2434.0,-0.032104,-0.605225,-0.764282,2436.0,-21.859756,-2.614329,7.926829,1
2437.0,-0.033569,-0.605347,-0.779907,2438.0,-23.971037,-2.926829,8.36128,1
2439.0,-0.031494,-0.610962,-0.787354,2439.0,-25.998476,-3.300305,8.932927,1
2440.0,-0.030762,-0.620972,-0.789063,2441.0,-27.362806,-3.208842,9.375,1
2441.0,-0.031494,-0.635742,-0.792358,2474.0,-28.056402,-3.033537,9.618902,1
2475.0,-0.031738,-0.643433,-0.792725,2476.0,-28.041159,-2.919207,9.535061,1
2477.0,-0.032959,-0.647217,-0.794189,2478.0,-27.591465,-2.766768,9.344512,1
2478.0,-0.033081,-0.64856,-0.802368,2479.0,-26.829269,-2.606707,9.123476,1
2479.0,-0.037109,-0.640991,-0.810303,2480.0,-25.899391,-2.317073,8.871951,1
2481.0,-0.039063,-0.637085,-0.818726,2481.0,-25.175306,-2.050305,8.704268,1
2521.0,-0.039795,-0.634155,-0.827637,2522.0,-24.657013,-1.714939,8.559451,1
2523.0,-0.036743,-0.633911,-0.824829,2524.0,-24.024391,-1.32622,8.422256,1
2525.0,-0.037476,-0.632324,-0.821899,2525.0,-23.132622,-0.907012,8.254574,1
2526.0,-0.039551,-0.623169,-0.822998,2526.0,-22.118902,-0.472561,8.246951,1
2564.0,-0.039795,-0.607056,-0.829102,2565.0,-21.204269,0.007622,8.528964,1
2567.0,-0.04248,-0.58728,-0.836792,2568.0,-20.81555,0.335366,8.940549,1
2569.0,-0.048218,-0.573853,-0.84436,2570.0,-21.105183,0.647866,9.260671,1
2571.0,-0.05481,-0.563232,-0.848877,2572.0,-21.768293,0.800305,9.321647,1
2572.0,-0.061157,-0.56189,-0.863403,2573.0,-22.667683,0.66311,9.33689,1
2609.0,-0.063965,-0.560669,-0.872559,2611.0,-23.727135,0.152439,9.253049,1
2612.0,-0.061035,-0.585327,-0.880005,2613.0,-24.946648,-0.106707,9.283537,1
2614.0,-0.058228,-0.606934,-0.879639,2615.0,-25.045732,-0.121951,9.184451,1
2616.0,-0.058105,-0.623291,-0.880981,2617.0,-23.772867,-0.015244,8.803354,1
2655.0,-0.059937,-0.635376,-0.879517,2657.0,-21.75305,-0.030488,8.117378,1
2659.0,-0.06311,-0.636108,-0.877197,2660.0,-19.016769,-0.060976,7.042683,1
2661.0,-0.06604,-0.624023,-0.877563,2661.0,-16.272865,-0.07622,6.28811,1
2662.0,-0.070068,-0.606445,-0.884888,2663.0,-14.085366,0.015244,5.823171,1
2663.0,-0.071411,-0.599121,-0.887207,2664.0,-12.766768,0.23628,5.320122,1
2698.0,-0.077759,-0.593018,-0.886353,2700.0,-11.608232,0.259146,4.512195,1
2701.0,-0.079712,-0.591187,-0.888062,2703.0,-10.70122,-0.053354,3.483232,1
2704.0,-0.080444,-0.590942,-0.890015,2705.0,-9.6875,-0.365854,2.515244,1
2705.0,-0.0802,-0.591919,-0.886719,2706.0,-8.681402,-0.739329,1.547256,1
2744.0,-0.077759,-0.597534,-0.882935,2745.0,-7.53811,-1.021341,0.800305,1
2746.0,-0.077271,-0.598511,-0.878418,2747.0,-6.074695,-1.234756,0.129573,1
2748.0,-0.07605,-0.597534,-0.874268,2748.0,-4.588415,-1.539634,-0.602134,1
2749.0,-0.074951,-0.58374,-0.870483,2749.0,-3.246951,-1.768293,-1.158537,1
2790.0,-0.073486,-0.577759,-0.871582,2792.0,-2.240854,-1.974085,-1.814024,1
2794.0,-0.068848,-0.587158,-0.869751,2795.0,-1.5625,-2.080793,-2.324695,1
2798.0,-0.062866,-0.593506,-0.865112,2800.0,-0.571646,-2.14939,-2.713415,1
2801.0,-0.060059,-0.598022,-0.858643,2802.0,0.830793,-1.981707,-3.056402,1
2804.0,-0.058105,-0.596802,-0.860229,2805.0,2.393293,-1.615854,-3.368902,1
2834.0,-0.057983,-0.590454,-0.859497,2834.0,3.780488,-1.356707,-3.521342,1
2835.0,-0.053223,-0.582275,-0.859863,2837.0,4.778964,-0.990854,-3.521342,1
2882.0,-0.053101,-0.572266,-0.856079,2884.0,5.27439,-0.647866,-3.719512,1
2886.0,-0.056152,-0.564941,-0.85376,2887.0,5.426829,-0.548781,-3.605183,1
2888.0,-0.057617,-0.557617,-0.852051,2889.0,5.342988,-0.480183,-3.353659,1
2889.0,-0.057129,-0.554688,-0.851074,2890.0,4.96189,-0.487805,-3.094512,1
2891.0,-0.057251,-0.553345,-0.85144,2891.0,4.314024,-0.518293,-2.751524,1
2892.0,-0.05957,-0.556763,-0.849609,2924.0,3.597561,-0.640244,-2.385671,1
2925.0,-0.059326,-0.560425,-0.848022,2926.0,2.957317,-0.701219,-2.134146,1
2926.0,-0.056396,-0.562744,-0.84314,2927.0,2.614329,-0.891768,-2.012195,1
2928.0,-0.05542,-0.562134,-0.838745,2929.0,2.301829,-1.097561,-1.852134,1
2930.0,-0.054932,-0.558472,-0.837891,2932.0,2.118902,-1.25,-1.737805,1
2932.0,-0.053345,-0.55835,-0.837524,2933.0,1.737805,-1.234756,-1.52439,1
2970.0,-0.050171,-0.555664,-0.8396,2973.0,1.234756,-1.257622,-1.310976,1
2974.0,-0.050659,-0.559937,-0.843018,2974.0,0.480183,-1.074695,-1.067073,1
2975.0,-0.050171,-0.566284,-0.8396,2976.0,-0.083841,-0.846037,-0.785061,1
2976.0,-0.047729,-0.566895,-0.838745,2977.0,-0.655488,-0.571646,-0.525915,1
2977.0,-0.050903,-0.568237,-0.836914,2978.0,-0.823171,-0.396341,-0.449695,1
3015.0,-0.050415,-0.567871,-0.833984,3016.0,-0.762195,-0.282012,-0.381098,1
3016.0,-0.053345,-0.563721,-0.837891,3018.0,-0.967988,-0.068598,-0.251524,1
3018.0,-0.053711,-0.563721,-0.84082,3019.0,-1.189024,0.015244,-0.175305,1
3020.0,-0.054321,-0.566895,-0.841919,3021.0,-1.52439,0.030488,-0.083841,1
3060.0,-0.053467,-0.567871,-0.839111,3062.0,-1.737805,0.099085,0.053354,1
3064.0,-0.052734,-0.569946,-0.842285,3106.0,-1.897866,0.091463,0.152439,1
3108.0,-0.054565,-0.570435,-0.840088,3109.0,-1.875,0.198171,0.27439,1
3110.0,-0.053589,-0.573975,-0.84314,3111.0,-1.737805,0.365854,0.3125,1
