timestamp_acc,acc_x,acc_y,acc_z,timestamp_gyro,gyro_x,gyro_y,gyro_z,label,timestamp_acc_fft_mean,timestamp_acc_fft_max,timestamp_acc_fft_std,acc_x_fft_mean,acc_x_fft_max,acc_x_fft_std,acc_y_fft_mean,acc_y_fft_max,acc_y_fft_std,acc_z_fft_mean,acc_z_fft_max,acc_z_fft_std,timestamp_gyro_fft_mean,timestamp_gyro_fft_max,timestamp_gyro_fft_std,gyro_x_fft_mean,gyro_x_fft_max,gyro_x_fft_std,gyro_y_fft_mean,gyro_y_fft_max,gyro_y_fft_std,gyro_z_fft_mean,gyro_z_fft_max,gyro_z_fft_std
1725608761283.0,0.116577,-1.029053,-0.037964,1725608761292.0,-7.637195,-2.5,-1.798781,0,3451217523679.388,86280438075907.0,16907443845450.594,0.42657599647267186,8.384028,1.6297668701720216,2.050367175892521,49.717286,9.73072372167426,0.08655581086711427,0.680542,0.17035639325043347,3451217523710.9033,86280438076533.0,16907443845571.945,15.73559428472556,167.98780700000003,37.0957927988903,10.275293990296488,80.07622599999999,19.657342079591672,16.55463215502178,147.39329700000002,36.201351511712474
1725608761777.0,0.02063,-1.052979,-0.04126,1725608761779.0,-4.146341,-38.917683,-0.487805,0,3451217524683.623,86280438100847.0,16907443850336.463,0.33096207335629885,4.867065,0.9440570451685533,2.106946460354216,50.56482299999999,9.892905186403832,0.06721632479597658,0.487426,0.13230403750196662,3451217524706.206,86280438101412.0,16907443850447.182,52.32964596580171,319.466469,78.60373703225015,63.982653169954226,336.760675,77.12345097090235,36.10120100571801,303.07165299999997,61.30612820733321
1725608762278.0,0.003418,-1.011475,0.003784,1725608762281.0,22.507622,-52.721039,6.432927,0,3451217525698.6743,86280438126168.0,16907443855297.896,0.17558720916096587,2.2468260000000004,0.4310721289212087,2.0393845085986615,48.735231,9.532382134147161,0.6752649903510207,7.811648,1.5221538344791552,3451217525723.0015,86280438126762.0,16907443855414.18,63.87006775904366,1398.742416,273.4394891275163,107.95130187910074,2005.5564570000001,390.34516185814016,50.08708333215557,823.6661690000001,163.52024711194537
1725608762770.0,-0.003662,-0.949341,0.291138,1725608762772.0,10.137196,-23.506098,-1.318598,0,3451217526749.4316,86280438151497.0,16907443860253.668,0.16141470374248437,1.191038,0.2672448357304702,1.9228127931153478,45.943117,8.986074757158002,0.8491249764198837,17.875124999999997,3.4778008939421543,3451217526780.9614,86280438152192.0,16907443860389.098,45.870849854222314,854.4359999999999,167.9501727778564,35.16965661918214,117.32937183995685,32.36553130908744,19.563372281424762,133.399394,30.192898541307596
1725608763316.0,-0.067383,-0.904297,0.406128,1725608763317.0,25.609756,-1.181402,3.51372,0,3451217527702.6167,86280438177928.0,16907443865454.305,0.11691712220136485,0.796021,0.15819106945548828,1.929630280094223,40.83190999999999,7.950059485712133,1.4443413579360291,26.826414,5.2021613497308135,3451217527745.175,86280438178643.0,16907443865591.568,112.34308884912198,1969.032051,381.4752544852011,4.801172878665007,22.094475823378335,5.9669337671629625,29.958103797062584,409.375009,79.2397140698545
1725608763798.0,-0.09021,-0.661865,0.694458,1725608763800.0,25.533537,-2.766768,2.797256,0,3451217529356.735,86280438209319.0,16907443871524.322,0.18014961529105192,3.5397939999999997,0.6873407453405377,1.4039684614678922,24.006838000000002,4.648101664936382,1.9276929101191937,41.072387,7.998321390998174,3451217529475.7256,86280438210946.0,16907443871832.145,101.30921455857158,1773.018337,342.84503827857685,5.138335442686573,38.475367741025465,8.214082295107755,26.52275497285518,320.381106,61.84310597973243
1725608764567.0,-0.106201,-0.331299,0.898071,1725608764576.0,-1.547256,-1.707317,-7.309452,0,3451217530182.456,86280438239545.0,16907443877525.629,0.2139899377465139,4.130615,0.8016590048943272,0.6334316012389261,10.186398999999998,1.9720664146178062,1.9564858413793147,47.108521999999994,9.21703721422584,3451217530307.931,86280438241879.0,16907443877976.441,67.31679954147702,658.8109910000001,132.71729160492535,8.632286826738092,62.599085,14.898598786438168,11.221619099395705,75.89794102287482,16.735610557569515
1725608765024.0,-0.153076,-0.629883,0.726685,1725608765066.0,-66.814026,-9.153964,-9.748476,0,3451217531997.0767,86280438272525.0,16907443883887.234,0.290261013363906,3.8248260000000003,0.7363641215035931,1.1475815957061233,13.184327,2.595451962307711,2.1109467730817637,45.484618,8.860701453813398,3451217532256.494,86280438277836.0,16907443884918.385,169.632462939422,1946.859806,388.4054260006312,15.737498894159835,75.02462303424036,20.075404881580877,26.530513852484624,274.824707,52.80785194812492
1725608765831.0,-0.034912,-0.942749,0.369385,1725608765923.0,-66.402443,0.228659,-10.922256,0,3451217532889.996,86280438304872.0,16907443890307.771,0.07397656743651965,0.7615959999999999,0.1534048830805267,2.0048481638117273,40.279299,7.8264167524330865,1.5372588999146928,27.136356,5.253907510757709,3451217533070.6904,86280438310007.0,16907443891319.066,143.373170995043,2186.6159159999997,420.53277553118187,10.578027435509377,150.358233,29.751656531945184,25.449164980963054,319.977141,64.55166174613343
1725608766370.0,0.001099,-1.027588,0.216309,1725608766456.0,-23.803354,-4.161585,-5.769817,0,3451217533719.428,86280438328568.0,16907443894975.393,0.08913218366758492,1.179445,0.23219977534366373,2.037854661089095,48.321658,9.449542294333346,0.7495258348628007,14.068241,2.7299466134026544,3451217533963.5396,86280438333560.0,16907443895944.549,58.74763004330148,670.7545809999999,139.46190530218425,8.865604862771933,73.18272918903419,16.179156371158022,14.692552910749507,83.66476634272748,17.150563651835
