timestamp_acc,acc_x,acc_y,acc_z,timestamp_gyro,gyro_x,gyro_y,gyro_z,label,timestamp_acc_fft_mean,timestamp_acc_fft_max,timestamp_acc_fft_std,acc_x_fft_mean,acc_x_fft_max,acc_x_fft_std,acc_y_fft_mean,acc_y_fft_max,acc_y_fft_std,acc_z_fft_mean,acc_z_fft_max,acc_z_fft_std,timestamp_gyro_fft_mean,timestamp_gyro_fft_max,timestamp_gyro_fft_std,gyro_x_fft_mean,gyro_x_fft_max,gyro_x_fft_std,gyro_y_fft_mean,gyro_y_fft_max,gyro_y_fft_std,gyro_z_fft_mean,gyro_z_fft_max,gyro_z_fft_std
1725604771145.0,-0.034424,-0.988525,0.200317,1725604771149.0,-5.800305,-2.210366,-1.303354,1,3451209543431.9517,86280238569330.0,16907404750302.283,0.07159732385605705,1.358765,0.2644884411530509,1.978139381432322,48.67846899999999,9.532752032108055,0.4481030551839547,10.467531000000001,2.0456330829828806,3451209543460.1025,86280238569898.0,16907404750412.48,15.76522694088381,124.618906,26.27132868627073,4.520289620383643,64.695123,12.904923803280221,2.5987403557472946,15.489028780171918,4.319002282830605
1725604771649.0,-0.033203,-0.97522,0.188477,1725604771652.0,-16.836891,-1.592988,-7.439024,1,3451209544419.134,86280238594395.0,16907404755217.146,0.06673895530681423,1.130374,0.219700188507145,1.9543167562113744,47.931517,9.385224625431691,0.47574528972981045,10.973146999999999,2.1435191067980006,3451209544440.355,86280238594953.0,16907404755326.715,35.42890124982604,202.202751,51.070852270258825,2.8221238177597336,17.50355710800544,4.663024942983096,14.433870991504062,76.6984878868121,19.603553800822485
1725604772138.0,-0.013184,-1.004272,-0.009888,1725604772144.0,-29.809452,-8.185976,-11.661586,1,3451209545437.7676,86280238619638.0,16907404760161.926,0.1725595548994288,1.210694,0.2561961137456051,2.0188098359743973,49.161623000000006,9.623298951771321,0.45660467345535116,5.020996,0.9855660260774882,3451209545452.696,86280238620203.0,16907404760274.209,60.386002787712684,1123.993929,219.88884795679925,16.929247405224395,215.86128300000001,43.81449770562109,22.302090753349418,434.52744599999994,85.19475567849675
1725604772637.0,0.078613,-1.02356,-0.2854,1725604772674.0,-38.094513,-10.320122,-8.971037,1,3451209546492.591,86280238644935.0,16907404765110.338,0.2684508526985583,5.0440689999999995,0.9795136952485436,2.044304029019523,49.161872,9.618663485341106,0.6355325156833513,7.005004,1.3779351916880527,3451209546501.784,86280238645600.0,16907404765244.205,75.44075372841719,1545.8613169999999,301.60427516057536,18.962986525520662,333.201229,65.08427778574577,18.385090035159127,353.490862,68.8368108849216
1725604773183.0,0.124634,-0.975952,-0.48877,1725604773186.0,-34.192074,-5.419208,-7.141768,1,3451209547435.2725,86280238670216.0,16907404770078.379,0.3312920280480541,7.183839,1.4006083550923174,2.0202232827505355,45.747434,8.92778388288954,1.0465498552642085,19.673338,3.815599634432657,3451209547470.9785,86280238670831.0,16907404770196.625,65.20864713073888,1407.4466770000001,274.1824802789612,10.370217435823577,73.97865999999999,18.51269269122402,13.504267365087593,151.440551,31.708989994025142
1725604773671.0,0.127686,-0.89856,-0.666138,1725604773676.0,-35.708843,-5.411585,-4.359756,1,3451209548498.462,86280238695539.0,16907404775030.39,0.37259987140325984,7.910646,1.5407790576873355,1.7767121853108414,41.652709,8.14168365756969,1.408986200249152,30.281984,5.897331912515871,3451209548534.9106,86280238696183.0,16907404775154.406,77.88227158432187,914.9237909999999,177.97562475629027,8.236129533197056,71.5625139410546,15.767845912298249,12.86119593476938,48.65026547322186,12.074107667598485
1725604774210.0,0.109741,-0.853638,-0.687744,1725604774214.0,-6.105183,-4.268293,-2.057927,1,3451209549453.8633,86280238721068.0,16907404780046.457,0.31785712710709063,6.799318,1.3237612742968528,1.7331455964208584,40.298708,7.873561948463601,1.3748769849469802,32.58069,6.371469427432191,3451209549502.994,86280238721691.0,16907404780163.596,63.023891530647795,402.4660621838055,98.50108912800769,8.720346792041468,77.355185,16.081551909788033,11.239016569530923,99.17683,21.08718988149106
1725604774664.0,0.07959,-0.9823,-0.628784,1725604774702.0,29.786587,-8.20122,0.9375,1,3451209550484.101,86280238746014.0,16907404784928.24,0.3144626935264896,5.6473379999999995,1.0921129135555834,1.980066929624093,45.321535,8.850477920130343,1.3113456711519018,21.904542,4.238763652693607,3451209550502.687,86280238746612.0,16907404785046.514,92.1280915212854,1850.678405,360.6167832238752,18.4138123699501,213.216467,43.353645051804634,7.80961751855332,127.15701200000001,24.727949892168077
1725604775193.0,0.045044,-1.032471,-0.294312,1725604775197.0,25.838415,-4.02439,2.835366,1,3451209551498.5737,86280238771329.0,16907404789888.562,0.21514925017494707,3.5811770000000003,0.6932598511304099,2.053032745886451,49.034911,9.590830289118351,0.637669570423701,6.911621,1.355407306507152,3451209551532.156,86280238771896.0,16907404789997.447,82.36671442795472,1622.553394,315.3353446516466,8.44666222507691,62.25829524424433,13.679446230438241,16.83447355441638,274.451224,53.21953062353379
1725604775693.0,-0.004272,-1.033447,-0.012695,1725604775697.0,29.435976,1.371951,3.064024,1,3451209552622.7686,86280238797328.0,16907404794966.113,0.10799391172649168,1.045535,0.2149482987616574,2.083686155096604,49.485594000000006,9.676223233674335,0.653971809854777,6.502562,1.2899591577775738,3451209552655.726,86280238798010.0,16907404795098.6,99.42148095703871,1783.88725,344.93577604412735,36.72555578574083,430.167688,82.35993080064668,13.607688132540163,251.18140899999997,49.073706793580335
